Species,Family,Order,Class,temp,mass,replicate,ref,,,
Rana sylvatica,Ranidae,Anura,Amphibia,20,729,BG83C, Berven & Gill(1983  ),,,
Rana sylvatica,Ranidae,Anura,Amphibia,22,692,BG83C, Berven & Gill(1983  ),,,
Rana sylvatica,Ranidae,Anura,Amphibia,25,547,BG83C, Berven & Gill(1983  ),,,
Rana sylvatica,Ranidae,Anura,Amphibia,16.4,540,R60A, Ray 1960  ,,,
Rana sylvatica,Ranidae,Anura,Amphibia,20.6,330,R60A, Ray 1960  ,,,
Rana temporaria  ,Ranidae,Anura,Amphibia,14,782,L05A, Laugen et al. (2005  ),,56 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,18,537,L05A, Laugen et al. (2005  ),,56 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,22,399,L05A, Laugen et al. (2005  ),,56 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,14,987,L05B, Laugen et al. (2005  ),,60 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,18,672,L05B, Laugen et al. (2005  ),,60 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,22,501,L05B, Laugen et al. (2005  ),,60 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,14,978,L05C, Laugen et al. (2005  ),,64 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,18,636,L05C, Laugen et al. (2005  ),,64 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,22,444,L05C, Laugen et al. (2005  ),,64 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,14,985,L05D, Laugen et al. (2005  ),,66 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,18,579,L05D, Laugen et al. (2005  ),,66 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,22,515,L05D, Laugen et al. (2005  ),,66 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,14,881,L05E, Laugen et al. (2005  ),,68 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,18,573,L05E, Laugen et al. (2005  ),,68 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,22,462,L05E, Laugen et al. (2005  ),,68 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,14,768,L05F, Laugen et al. (2005  ),,69 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,18,596,L05F, Laugen et al. (2005  ),,69 N Latitude,
Rana temporaria  ,Ranidae,Anura,Amphibia,22,435,L05F, Laugen et al. (2005  ),,69 N Latitude,
Scathophaga stercoraria  ,Scathophagidae,Diptera,Insecta,10,52.734,B00A, Blanckenhorn(2000  ),,,
Scathophaga stercoraria  ,Scathophagidae,Diptera,Insecta,15,49.836,B00A, Blanckenhorn(2000  ),,,
Scathophaga stercoraria  ,Scathophagidae,Diptera,Insecta,20,45.499,B00A, Blanckenhorn(2000  ),,,
Scathophaga stercoraria  ,Scathophagidae,Diptera,Insecta,25,41.422,B00A, Blanckenhorn(2000  ),,,
Scottolana canadensis  ,Canuellidae,Harpaticoida,Maxillopoda,15,0.0008579,LL85A, Lonsdale & Levinton (1985  ),,,
Scottolana canadensis  ,Canuellidae,Harpaticoida,Maxillopoda,20,0.0008421,LL85A, Lonsdale & Levinton (1985  ),,,
Scottolana canadensis  ,Canuellidae,Harpaticoida,Maxillopoda,25,0.0007965,LL85A, Lonsdale & Levinton (1985  ),,,
Scottolana canadensis  ,Canuellidae,Harpaticoida,Maxillopoda,15,0.0009579,LL85B, Lonsdale & Levinton (1985  ),,,
Scottolana canadensis  ,Canuellidae,Harpaticoida,Maxillopoda,20,0.0009895,LL85B, Lonsdale & Levinton (1985  ),,,
Scottolana canadensis  ,Canuellidae,Harpaticoida,Maxillopoda,25,0.0009158,LL85B, Lonsdale & Levinton (1985  ),,,
Scottolana canadensis  ,Canuellidae,Harpaticoida,Maxillopoda,15,0.0009895,LL85C, Lonsdale & Levinton (1985  ),,,
Scottolana canadensis  ,Canuellidae,Harpaticoida,Maxillopoda,20,0.0009789,LL85C, Lonsdale & Levinton (1985  ),,,
Scottolana canadensis  ,Canuellidae,Harpaticoida,Maxillopoda,25,0.0009632,LL85C, Lonsdale & Levinton (1985  ),,,
Simocephalus vetulus  ,Daphniidae,Diplostraca,Branchiopoda,15,0.0351,P88A, Perrin (1988  ),,,
Simocephalus vetulus  ,Daphniidae,Diplostraca,Branchiopoda,21,0.0284,P88A, Perrin (1988  ),,,
Simocephalus vetulus  ,Daphniidae,Diplostraca,Branchiopoda,27,0.0194,P88A, Perrin (1988  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,6,0.004606,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,10,0.005571,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,15,0.004674,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,19,0.004535,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,20,0.00477,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,23,0.004953,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,24,0.003822,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,26,0.003647,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,27,0.003799,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,30,0.003454,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,31,0.003271,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Sinocalanus tenellus  ,Centropagidae,Calanoida,Maxillopoda,35,0.003482,KYO86A, Kimoto Uye &Onbe (1986  ),,,
Stator limbatus  ,Chrysomelidae,Coleoptera,Insecta,24,3.531,SF05A, Stillwell & Fox (2005  ),,,
Stator limbatus  ,Chrysomelidae,Coleoptera,Insecta,30,3.337,SF05A, Stillwell & Fox (2005  ),,,
Stator limbatus  ,Chrysomelidae,Coleoptera,Insecta,36,3.191,SF05A, Stillwell & Fox (2005  ),,,
Stator limbatus  ,Chrysomelidae,Coleoptera,Insecta,24,3.72,SF05B, Stillwell & Fox (2005  ),,,
Stator limbatus  ,Chrysomelidae,Coleoptera,Insecta,30,3.39,SF05B, Stillwell & Fox (2005  ),,,
Stator limbatus  ,Chrysomelidae,Coleoptera,Insecta,36,3.09,SF05B, Stillwell & Fox (2005  ),,,
Stator limbatus  ,Chrysomelidae,Coleoptera,Insecta,22,3.6165,SMF05A, Stillwell Moya-Larano& Fox (2008  ),,,
Stator limbatus  ,Chrysomelidae,Coleoptera,Insecta,34,2.9985,SMF05A, Stillwell Moya-Larano& Fox (2008  ),,,
Synchaeta pectinata  ,Synchaetidae,Plioma,Eurotatoria,4,0.002926,S02A, Stelzer 2002 ,,,
Synchaeta pectinata  ,Synchaetidae,Plioma,Eurotatoria,8,0.00222,S02A, Stelzer 2002 ,,,
Synchaeta pectinata  ,Synchaetidae,Plioma,Eurotatoria,12,0.002047,S02A, Stelzer 2002 ,,,
Taeniopoda eques  ,Romaleidae,Orthoptera,Insecta,20,1400,W86A, Whitman (1986  ),,,
Taeniopoda eques  ,Romaleidae,Orthoptera,Insecta,25,2630,W86A, Whitman (1986  ),,,
Taeniopoda eques  ,Romaleidae,Orthoptera,Insecta,30,3370,W86A, Whitman (1986  ),,,
Taeniopoda eques  ,Romaleidae,Orthoptera,Insecta,35,2520,W86A, Whitman (1986  ),,,
Thrips major,Thripidae,Thysanoptera,Insecta,12,0.349548962,SF02D,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,15,0.299913727,SF02D,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,20,0.3357411,SF02D,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,25,0.271823511,SF02D,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,28,0.324760018,SF02D,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,12,0.341874149,SF02E,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,15,0.201960941,SF02E,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,20,0.176945064,SF02E,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,25,0.181207077,SF02E,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,28,0.179830515,SF02E,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,12,0.229424616,SF02F,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,15,0.208901847,SF02F,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,20,0.156679035,SF02F,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,25,0.149952837,SF02F,Stacey & Fellowes (2002),,,
Thrips major,Thripidae,Thysanoptera,Insecta,28,0.157523452,SF02F,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,12,0.298774805,SF02A,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,15,0.267543903,SF02A,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,20,0.248786472,SF02A,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,25,0.219663807,SF02A,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,28,0.193800637,SF02A,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,12,0.307327514,SF02B,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,15,0.254478313,SF02B,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,20,0.254760231,SF02B,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,25,0.218890472,SF02B,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,28,0.235475235,SF02B,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,12,0.226609859,SF02C,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,15,0.228807109,SF02C,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,20,0.185219192,SF02C,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,25,0.168822937,SF02C,Stacey & Fellowes (2002),,,
Thrips tabaci,Thripidae,Thysanoptera,Insecta,28,0.187323196,SF02C,Stacey & Fellowes (2002),,,
Trogoderma anthrenoides,Dermestidae,Coleoptera,Insecta,20,5.011,BC64A,Burges & Cammell (1964),,,
Trogoderma anthrenoides,Dermestidae,Coleoptera,Insecta,25,5.74845,BC64A,Burges & Cammell (1964),,,
Trogoderma anthrenoides,Dermestidae,Coleoptera,Insecta,27.5,5.8933,BC64A,Burges & Cammell (1964),,,
Trogoderma anthrenoides,Dermestidae,Coleoptera,Insecta,35,4.75815,BC64A,Burges & Cammell (1964),,,
Vanessa atalanta  ,Nymphalidae,Lepidoptera,Insecta,12,709.239,BTB97D, Bryant Thomas & Bale (1997  ),,,
Vanessa atalanta  ,Nymphalidae,Lepidoptera,Insecta,15,678.527,BTB97D, Bryant Thomas & Bale (1997  ),,,
Vanessa atalanta  ,Nymphalidae,Lepidoptera,Insecta,20,625.486,BTB97D, Bryant Thomas & Bale (1997  ),,,
Vanessa atalanta  ,Nymphalidae,Lepidoptera,Insecta,25,588.986,BTB97D, Bryant Thomas & Bale (1997  ),,,
Vanessa atalanta  ,Nymphalidae,Lepidoptera,Insecta,30,547.015,BTB97D, Bryant Thomas & Bale (1997  ),,,
Vanessa atalanta  ,Nymphalidae,Lepidoptera,Insecta,32,447.286,BTB97D, Bryant Thomas & Bale (1997  ),,,
Zaprionus indianus  ,Drosophilidae,Diptera,Insecta,13,1.93938,KMD99A, Karan Moreteau & David (1999  ),,,
Zaprionus indianus  ,Drosophilidae,Diptera,Insecta,14,2.02815,KMD99A, Karan Moreteau & David (1999  ),,,
Zaprionus indianus  ,Drosophilidae,Diptera,Insecta,17,2.28676,KMD99A, Karan Moreteau & David (1999  ),,,
Zaprionus indianus  ,Drosophilidae,Diptera,Insecta,21,2.59571,KMD99A, Karan Moreteau & David (1999  ),,,
Zaprionus indianus  ,Drosophilidae,Diptera,Insecta,25,2.22769,KMD99A, Karan Moreteau & David (1999  ),,,
Zaprionus indianus  ,Drosophilidae,Diptera,Insecta,28,2.07861,KMD99A, Karan Moreteau & David (1999  ),,,
Zaprionus indianus  ,Drosophilidae,Diptera,Insecta,31,1.92184,KMD99A, Karan Moreteau & David (1999  ),,,
